"ID","site","sample_date","rep","day","num_gw_wells","dischage","doc","doc_k","doc_per_flow","doc_dec_flow","doc_dec_rel_flow","uva","arti_sub_resp","suva","tdp","tdn","don","don_per","dop","dop_per","dom_c_n_dom","dom_c_p_dom","dom_n_p","din_dip","nh4","no3","po4_ug_l","po4__mg_l","bromide_mg_l","sulfate_mg_l","per_so4_flow","cl_mg_l","per_cl_flow","calcium","na","k","per_k_flow","mg","so4_cl_mol_ratio","so4_mg_mol_ratio","mg_cl_mol_ratio","mg_k_mol_ratio","so4_k_mol_ratio","cl_k_mol_ratio","pco2","int450","int500","f1","unfil_cod","fil_cod","adj_unfil_cod","adj_fil_cod","pos_flowpath"
105,"Gila At 115thAve","2001-02-20 00:00:00","C",51.00000,1,,8,0,99,1,0,0,0,0,3,9.47000,1,7,,,14,,,7.50960,2.48400,6.39000,2701,2.70100,,238.55617,100,399.00000,99,98,303,19,98,44,1,4,0,4,15,23,,,,,,,,,5
106,"Buckeye Canal At Bullard","2001-02-20 00:00:00","A",51.00000,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,237,2,,,,,
107,"Buckeye Canal At Bullard","2001-02-20 00:00:00","B",51.00000,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,230,2,,,,,
108,"Buckeye Canal At Bullard","2001-02-20 00:00:00","C",51.00000,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"Buckeye Canal At Jackrabbit","2001-02-20 00:00:00","A",51.00000,1,,7,0,82,18,-1,0,0,0,2,6.71000,,,0,2,,474,,8.21365,1.28800,6.74700,2236,2.23600,,248.04781,104,455.00000,113,104,318,17,85,49,1,4,0,5,18,30,4102,415,225,2,,,,,
110,"Buckeye Canal At Jackrabbit","2001-02-20 00:00:00","B",51.00000,1,,7,0,82,18,-1,0,0,0,2,6.75000,,,0,3,,280,,8.24039,1.29700,6.79300,2244,2.24400,,240.02283,101,459.00000,114,106,330,18,89,49,1,4,0,4,17,29,4091,412,222,2,,,,,
111,"91TP","2000-02-04 00:00:00","A",35.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"91TP","2000-02-04 00:00:00","B",35.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"91TP","2000-02-04 00:00:00","C",35.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"Gila At Gillespie","2000-02-04 00:00:00","A",35.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"Gila At Gillespie","2000-02-04 00:00:00","B",35.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"Gila At Gillespie","2000-02-04 00:00:00","C",35.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"91TP","2000-03-15 00:00:00","A",75.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"91TP","2000-03-15 00:00:00","B",75.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"91TP","2000-03-15 00:00:00","C",75.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"Buckeye Canal At Bullard","2000-03-15 00:00:00","A",75.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"Buckeye Canal At Jackrabbit","2001-02-20 00:00:00","C",51.00000,1,6,7,0,82,18,-1,0,0,0,2,6.20000,,,0,4,,210,,8.27466,1.29600,6.74800,2222,2.22200,,234.44217,98,461.00000,115,106,326,17,88,50,1,4,0,5,16,29,,,,,,,,,20
122,"Buckeye Canal At Baseline","2001-02-20 00:00:00","A",51.00000,1,,7,0,83,17,-1,0,0,0,2,8.33000,,,0,4,,216,,8.63020,1.07400,7.25900,2207,2.20700,,229.79667,96,419.00000,104,101,290,17,87,49,1,4,0,5,16,27,3200,387,211,2,,,,,
123,"Buckeye Canal At Baseline","2001-02-20 00:00:00","B",51.00000,1,,7,0,83,17,-1,0,0,0,2,8.70000,0,4,0,4,22,216,10,8.74941,1.08000,7.32600,2196,2.19600,,227.03393,95,422.00000,105,102,305,17,88,49,1,4,0,5,16,27,3207,428,230,2,,,,,
124,"Buckeye Canal At Baseline","2001-02-20 00:00:00","C",51.00000,1,,7,0,82,18,-1,0,0,0,2,8.29000,,,0,3,,262,,8.64556,1.07300,7.23700,2197,2.19700,,231.97486,97,417.00000,104,102,308,17,87,48,1,4,0,5,16,27,,,,,,,,,30
125,"Hassayampa","2001-02-20 00:00:00","A",51.00000,1,,6,0,81,19,-2,0,0,0,2,8.74000,2,26,,,3,,,6.64637,0.30400,6.19200,2234,2.23400,,293.84898,123,505.00000,126,114,357,18,91,51,1,4,0,5,20,31,2307,332,195,2,,,,,
126,"Hassayampa","2001-02-20 00:00:00","B",51.00000,1,,7,0,82,18,-1,0,0,0,2,8.66000,2,25,0,5,4,158,44,6.56699,0.29800,6.17500,2253,2.25300,,257.03935,108,511.00000,127,114,340,18,91,52,1,4,0,5,17,31,2290,323,192,2,,,,,
127,"Hassayampa","2001-02-20 00:00:00","C",51.00000,1,1,6,0,79,21,-2,0,0,0,2,8.75000,2,26,0,4,3,199,60,6.60971,0.30400,6.21400,2254,2.25400,,256.06314,107,509.00000,127,115,333,18,90,54,1,4,0,5,17,31,,,,,,,,,48
128,"Gila At Arlington","2001-02-20 00:00:00","A",51.00000,1,,5,0,57,43,-3,0,0,0,2,6.58000,,,,,,,,12.97380,0.09100,8.38900,1494,1.49400,,631.01034,265,900.00000,224,214,331,14,69,102,1,5,0,12,56,72,2706,324,190,2,,,,,
129,"Gila At Arlington","2001-02-20 00:00:00","B",51.00000,1,,5,0,60,40,-3,0,0,0,1,5.58000,,,,,,,,12.68261,0.09400,8.29000,1511,1.51100,,654.56050,274,902.00000,225,213,732,14,69,102,1,5,0,12,58,73,2684,331,194,2,,,,,
130,"Gila At Arlington","2001-02-20 00:00:00","C",51.00000,1,,5,0,58,42,-3,0,0,0,1,5.59000,,,,,,,,12.77356,0.09600,8.30900,1504,1.50400,,682.81912,286,903.00000,225,217,758,14,70,103,1,5,0,12,60,72,,,,,,,,,59
131,"Gila At Gillespie","2001-02-20 00:00:00","A",51.00000,1,,5,0,61,39,-3,0,0,0,2,9.16000,1,7,0,,9,279,31,13.13401,0.08000,8.45300,1485,1.48500,,535.04088,224,890.00000,222,186,714,14,69,88,1,5,0,10,48,72,1881,,,,,,,,
132,"Gila At Gillespie","2001-02-20 00:00:00","B",51.00000,1,,5,0,60,40,-3,0,0,0,2,8.76000,0,3,0,7,24,112,5,13.11214,0.06600,8.47000,1488,1.48800,,533.71497,224,890.00000,222,189,619,14,69,89,1,5,0,11,48,72,1875,,,,,,,,
133,"Gila At Gillespie","2001-02-20 00:00:00","C",51.00000,1,5,5,0,62,38,-3,0,0,0,1,9.08000,1,6,,,11,,,13.00382,0.06900,8.44200,1496,1.49600,,534.15921,224,895.00000,223,186,670,14,69,89,1,5,0,10,48,72,,,,,,,,,67
134,"91TP","2001-03-08 00:00:00","A",67.00000,0,,9,1,100,0,0,0,,0,4,6.70000,,,3,83,,8,,24.72859,1.19000,5.61500,629,0.62900,,193.13264,85,225.00000,100,75,650,18,102,30,1,5,0,3,13,14,13759,,,,,,,,
135,"91TP","2001-03-08 00:00:00","B",67.00000,0,,9,1,103,-3,0,0,,0,4,6.62600,,,3,82,,8,,24.20586,1.20000,5.62000,644,0.64400,,251.59912,111,225.00000,100,74,204,18,101,30,1,6,0,3,17,14,13614,,,,,,,,
136,"91TP","2001-03-08 00:00:00","C",67.00000,0,,9,1,97,3,0,0,,0,4,6.86800,0,1,3,83,190,8,,24.45391,1.20500,5.61000,637,0.63700,,236.85215,104,225.00000,100,71,197,17,98,30,1,6,0,3,17,14,,,,,,,,,1
137,"Gila At 115thAve","2001-03-08 00:00:00","A",67.00000,0,,8,0,89,11,-1,0,,0,4,7.69000,,,3,84,,7,,31.97256,1.84500,6.31000,583,0.58300,,251.76140,111,490.00000,218,120,178,18,102,49,1,4,0,4,17,30,13747,,,,,,,,
138,"Gila At 115thAve","2001-03-08 00:00:00","B",67.00000,0,,8,0,87,13,-1,0,,0,3,7.71000,,,2,81,,8,,32.61863,1.82000,6.30000,569,0.56900,,232.96273,103,490.00000,218,124,305,18,101,46,1,4,0,4,16,31,13777,,,,,,,,
139,"Gila At 115thAve","2001-03-08 00:00:00","C",67.00000,0,,8,0,88,12,-1,0,,0,3,7.80900,,,3,83,,8,,32.42757,1.83500,6.28000,572,0.57200,,442.69927,195,445.00000,198,122,327,18,100,46,1,7,0,4,31,28,,,,,,,,,5
140,"BuckeyeCanal At Bullard","2001-03-08 00:00:00","A",67.00000,0,,8,0,85,15,-1,0,,0,3,6.30200,0,1,2,82,118,10,0,31.02746,0.70500,5.58000,463,0.46300,,442.38239,195,445.00000,198,113,291,17,98,43,1,8,0,4,31,29,7449,,,,,,,,
141,"BuckeyeCanal At Bullard","2001-03-08 00:00:00","B",67.00000,0,,8,0,89,11,-1,0,,0,3,6.23100,0,0,2,83,1594,9,0,30.80745,0.62000,5.58000,460,0.46000,,228.02140,100,450.00000,200,113,286,17,98,44,1,4,0,4,16,29,7336,,,,,,,,
142,"BuckeyeCanal At Bullard","2001-03-08 00:00:00","C",67.00000,0,6,8,0,83,17,-2,0,,0,3,6.04400,,,2,84,,8,,30.62461,0.61500,5.57500,462,0.46200,,462.08103,203,490.00000,218,112,286,16,93,43,1,8,0,4,35,33,,,,,,,,,13
143,"Buckeye Canal At Jackrabbit","2001-03-08 00:00:00","A",67.00000,0,,8,0,82,18,-2,0,,0,2,7.06900,,,2,82,,10,,39.95767,0.64000,6.44000,405,0.40500,,246.00767,108,490.00000,218,123,282,17,94,50,1,4,0,5,18,33,5168,,,,,,,,
144,"Buckeye Canal At Jackrabbit","2001-03-08 00:00:00","B",67.00000,0,,7,0,80,20,-2,0,,0,2,6.81000,,,2,82,,10,,40.45714,0.64500,6.43500,400,0.40000,,190.64620,84,490.00000,218,120,307,17,98,48,0,3,0,4,14,31,5139,,,,,,,,
145,"Buckeye Canal At Jackrabbit","2001-03-08 00:00:00","C",67.00000,0,,7,0,74,26,-2,0,,0,2,7.05100,,,2,84,,8,,40.47261,0.64500,6.42000,399,0.39900,,237.74462,105,395.00000,176,118,353,16,89,48,1,4,0,5,19,28,,,,,,,,,20
146,"Buckeye Canal At Baseline","2001-03-08 00:00:00","A",67.00000,0,,6,0,68,32,-3,0,,0,2,7.09700,,,1,81,,12,,49.02345,0.57000,6.61500,335,0.33500,,238.37337,105,395.00000,176,0,236,14,78,40,1,4,0,5,21,32,4563,,,,,,,,
147,"Buckeye Canal At Baseline","2001-03-08 00:00:00","B",67.00000,0,,6,0,71,29,-3,0,,0,2,7.04500,,,2,82,,11,,49.71946,0.57000,6.63000,331,0.33100,,198.01249,87,400.00000,178,105,236,14,82,41,1,4,0,5,17,30,4474,,,,,,,,
148,"Buckeye Canal At Baseline","2001-03-08 00:00:00","C",67.00000,0,,7,0,74,26,-2,0,,0,2,6.57000,,,1,81,,12,,50.06135,0.57000,6.57000,326,0.32600,,239.43798,105,395.00000,176,106,271,15,83,44,1,4,0,5,20,30,,,,,,,,,30
149,"Hassayampa","2001-03-08 00:00:00","A",67.00000,0,,6,0,65,35,-3,0,,0,2,8.80600,0,3,2,83,31,8,0,48.38846,1.07000,7.52500,406,0.40600,,194.50040,86,415.00000,184,108,274,14,78,48,1,3,0,6,17,33,3667,,,,,,,,
150,"Hassayampa","2001-03-08 00:00:00","B",67.00000,0,,6,0,63,37,-3,0,,0,2,8.69900,0,1,2,82,55,8,0,48.99181,1.08000,7.51500,401,0.40100,,200.09569,88,415.00000,184,111,282,14,77,47,1,3,0,6,18,34,3698,,,,,,,,
151,"Hassayampa","2001-03-08 00:00:00","C",67.00000,0,3,6,0,64,36,-3,0,,0,2,8.76400,0,2,2,84,37,7,0,48.19753,1.06500,7.47500,405,0.40500,,203.85850,90,415.00000,184,110,268,13,76,46,1,3,0,6,19,34,,,,,,,,,48
152,"Gila At Gillespie","2001-03-08 00:00:00","A",67.00000,0,,6,0,63,37,-3,0,,0,1,8.08900,,,1,83,,13,,78.99582,0.55500,7.70500,239,0.23900,,193.08177,85,715.00000,318,169,547,14,80,70,0,2,0,8,17,56,4078,,,,,,,,
153,"Gila At Gillespie","2001-03-08 00:00:00","B",67.00000,0,,6,0,62,38,-3,0,,0,1,8.19900,,,1,82,,14,,79.71188,0.53500,7.76500,238,0.23800,,195.96858,86,725.00000,322,165,521,13,76,68,0,2,0,8,18,60,4012,,,,,,,,
154,"Gila At Gillespie","2001-03-08 00:00:00","C",67.00000,0,8,6,0,64,36,-3,0,,0,1,8.30500,,,1,82,,14,,85.43492,0.54000,7.87000,225,0.22500,,198.73638,87,710.00000,316,168,523,14,78,70,0,2,0,8,18,57,,,,,,,,,67
155,"Salt","2001-03-20 00:00:00","A",79.00000,,,3,1,,,,0,,0,0,0.08500,0,,0,73,,185,,,,,14,0.01400,,55.13833,,,,44,42,3,,31,,,,,,,49224,98,67,1,,,,,
156,"Salt","2001-03-20 00:00:00","B",79.00000,,,2,1,,,,0,,0,0,0.09100,0,,0,73,,152,,,,,13,0.01300,,54.84118,,,,43,40,3,,31,,,,,,,49132,95,66,1,,,,,
157,"Salt","2001-03-20 00:00:00","C",79.00000,,,2,1,,,,0,,0,0,0.09200,0,,0,73,,152,,,,,14,0.01400,,54.73725,,,,43,42,3,,31,,,,,,,49776,97,68,1,,,,,
158,"Syc","2001-03-20 00:00:00","A",79.00000,,,4,5,,,,0,,0,0,0.15600,0,,,,,,,,,0.02600,43,0.04300,,14.25553,,,,27,12,1,,12,,,,,,,28245,204,142,1,,,,,
159,"Syc","2001-03-20 00:00:00","B",79.00000,,,4,6,,,,0,,0,0,0.13900,0,79,,,43,,,1.54153,0.00300,0.02600,43,0.04300,,14.43019,,,,27,12,1,,11,,,,,,,28061,204,142,1,,,,,
160,"Syc","2001-03-20 00:00:00","C",79.00000,,,4,6,,,,0,,0,0,0.14000,0,79,,,43,,,1.54153,0.00200,0.02700,43,0.04300,,15.08146,,,,27,12,1,,11,,,,,,,27969,,,,,,,,
161,"Gila At 115thAve","2001-03-20 00:00:00","A",79.00000,10,,8,0,109,-9,1,0,0,0,2,8.94000,1,10,0,3,10,321,31,8.89804,1.76600,6.23000,2054,2.05400,,231.64969,98,484.00000,100,107,310,17,97,45,1,4,0,4,17,32,11812,605,330,2,,,,,
162,"Gila At 115thAve","2001-03-20 00:00:00","B",79.00000,10,,8,0,108,-8,1,0,0,0,2,8.04700,,,0,5,,177,,8.94823,1.85200,6.24000,2067,2.06700,,237.25688,100,484.00000,100,105,315,18,103,45,1,4,0,4,16,30,11810,607,333,2,,,,,
163,"Gila At 115thAve","2001-03-20 00:00:00","C",79.00000,10,,6,0,83,17,-1,,0,,2,8.34900,0,3,0,3,24,243,10,9.03571,1.85500,6.24100,2048,2.04800,,240.42928,102,485.00000,100,107,320,17,100,44,1,4,0,4,17,31,,,,,,,,,5
164,"Buckeye Canal At Jackrabbit","2001-03-20 00:00:00","A",79.00000,10,,6,0,82,18,-1,0,0,0,2,10.42400,0,2,0,7,34,133,4,15.40301,1.74200,8.50100,1520,1.52000,,321.89961,136,576.00000,119,128,375,14,84,58,1,4,0,6,27,44,6669,392,216,2,,,,,
165,"Buckeye Canal At Jackrabbit","2001-03-20 00:00:00","B",79.00000,10,,6,0,80,20,-1,0,0,0,2,9.92600,,,0,7,,131,,15.15586,1.72800,8.47000,1538,1.53800,,278.27766,118,581.00000,120,129,375,15,85,59,1,4,0,6,23,44,6699,387,214,2,,,,,
166,"Buckeye Canal At Jackrabbit","2001-03-20 00:00:00","C",79.00000,10,7,5,0,73,27,-2,0,0,0,2,9.90600,,,0,8,,102,,15.39770,1.73700,8.48900,1518,1.51800,,285.41265,121,583.00000,120,132,365,15,85,56,1,4,0,6,24,44,,,,,,,,,20
167,"Buckeye Canal At Baseline","2001-03-20 00:00:00","A",79.00000,10,,5,0,73,27,-2,0,0,0,2,11.91900,,,0,13,,70,,20.27623,1.61900,10.40100,1355,1.35500,,312.03943,132,643.00000,133,148,415,13,76,64,1,4,0,8,29,54,5940,325,180,2,,,,,
168,"Buckeye Canal At Baseline","2001-03-20 00:00:00","B",79.00000,10,,5,0,75,25,-2,0,0,0,2,11.86500,,,0,11,,84,,20.48463,1.62800,10.40800,1343,1.34300,,392.02496,166,637.00000,132,149,426,14,79,63,1,5,0,7,35,52,5933,339,188,2,,,,,
169,"Buckeye Canal At Baseline","2001-03-20 00:00:00","C",79.00000,10,,5,0,75,25,-2,0,0,0,2,11.80400,,,0,14,,65,,20.59713,1.62200,10.39900,1334,1.33400,,340.74988,144,636.00000,131,148,412,14,79,61,1,4,0,7,30,51,,,,,,,,,30
170,"Hassayampa","2001-03-20 00:00:00","A",79.00000,10,,5,0,75,25,-2,0,0,0,1,11.17500,0,3,0,2,21,598,29,18.86409,0.74300,10.11800,1316,1.31600,,339.87432,144,670.00000,138,151,441,14,78,64,1,4,0,8,31,55,2811,292,164,2,,,,,
171,"Hassayampa","2001-03-20 00:00:00","B",79.00000,10,,5,0,75,25,-2,0,0,0,1,11.52800,1,6,0,5,10,190,20,18.80346,0.74000,10.11900,1320,1.32000,,351.67017,149,670.00000,138,153,437,13,78,65,1,4,0,8,32,55,2800,300,168,2,,,,,
172,"Hassayampa","2001-03-20 00:00:00","C",79.00000,10,2,5,0,65,35,-3,0,0,0,1,11.54200,1,6,0,5,8,192,23,18.94499,0.74700,10.14400,1314,1.31400,,358.79499,152,669.00000,138,155,424,14,79,64,1,4,0,7,32,54,,,,,,,,,48
173,"Gila At Arlington","2001-03-20 00:00:00","A",79.00000,10,,5,0,64,36,-3,0,0,0,1,10.27900,0,1,,,38,,,23.27169,0.25900,9.90200,998,0.99800,,572.77813,242,965.00000,199,201,662,13,77,87,1,5,0,11,53,80,2936,293,173,2,,,,,
174,"Gila At Arlington","2001-03-20 00:00:00","B",79.00000,10,,5,0,64,36,-3,0,0,0,1,10.69100,1,5,0,1,10,1981,204,22.90698,0.24300,9.86900,1009,1.00900,,574.64233,243,972.00000,201,200,654,13,76,87,1,5,0,11,54,82,2936,296,176,2,,,,,
175,"Gila At Arlington","2001-03-20 00:00:00","C",79.00000,10,,,,,,,0,0,,1,10.38500,0,2,0,2,,,34,23.05729,0.24800,9.89000,1005,1.00500,,572.88164,,971.00000,,201,659,13,,86,1,5,0,11,54,83,,289,173,2,,,,,59
176,"Gila At Gillespie","2001-03-20 00:00:00","A",79.00000,10,,5,0,78,22,-1,0,0,0,1,9.78200,0,1,0,4,75,307,4,23.62964,0.09300,9.57300,935,0.93500,,563.88579,265,955.00000,351,195,676,13,84,90,1,5,0,11,54,82,2113,307,183,2,,,,,
177,"Gila At Gillespie","2001-03-20 00:00:00","B",79.00000,10,,5,0,78,22,-1,0,0,0,1,9.85900,0,2,,,36,,,23.74020,0.14500,9.58700,937,0.93700,,140.56463,66,953.00000,350,197,685,13,83,90,0,1,0,12,14,83,2122,246,148,2,,,,,
178,"Gila At Gillespie","2001-03-20 00:00:00","C",79.00000,10,5,5,0,84,16,-1,0,0,0,1,9.69700,,,0,4,,334,,24.12891,0.13600,9.59700,922,0.92200,,584.25333,274,954.00000,350,194,662,13,83,89,1,5,0,11,56,83,,,,,,,,,67
179,"Gila At 115thAve","2001-04-30 00:00:00","A",120.00000,32,,7,0,100,0,0,0,0,0,2,6.48000,1,11,0,5,12,173,15,6.08799,1.91100,3.68500,2101,2.10100,,246.89823,100,371.00000,99,109,288,16,100,44,1,4,0,5,19,26,,517,285,2,,,,,
180,"Gila At 115thAve","2001-04-30 00:00:00","B",120.00000,32,,7,0,100,0,0,0,0,0,2,6.74000,1,14,0,5,9,171,20,6.44107,1.91600,4.04400,2115,2.11500,,,0,382.00000,101,108,292,16,99,44,,,0,5,,27,,508,277,2,,,,,
181,"Gila At 115thAve","2001-04-30 00:00:00","C",120.00000,32,7,7,0,100,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,109,288,16,101,45,,,,,,,,,,,,,,,5
182,"Buckeye Canal At Jackrabbit","2001-04-30 00:00:00","A",120.00000,32,,5,0,66,34,-2,0,0,0,1,9.95000,2,22,0,7,3,138,54,14.14914,0.36700,7.37700,1251,1.25100,,345.74218,140,632.00000,168,156,453,13,81,73,1,4,0,9,34,55,,271,154,2,,,,,
183,"Buckeye Canal At Jackrabbit","2001-04-30 00:00:00","B",120.00000,32,,5,0,68,32,-2,0,0,0,1,8.73000,1,11,0,8,6,122,20,14.15878,0.37400,7.46200,1265,1.26500,,357.30102,145,636.00000,169,156,447,13,81,73,1,4,0,9,34,55,,264,151,2,,,,,
184,"Buckeye Canal At Jackrabbit","2001-04-30 00:00:00","C",120.00000,32,14,5,0,66,34,-2,0,0,0,,10.03000,,,,,,,,,,,,,,349.07126,141,,0,156,465,12,80,71,,,,,34,,,,,,,,,,20
185,"Buckeye Canal At Baseline","2001-04-30 00:00:00","A",120.00000,32,,4,0,49,51,-4,0,0,0,1,,,,1,43,,16,,31.37796,0.13800,10.55600,779,0.77900,,,0,734.00000,195,180,551,11,68,81,,,0,12,,76,,216,123,2,,,,,
